code,severity,root,level,detail,observed,expected
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0175B/volumes/20250521125822-8.640um-1.2m-116keV-masked.zarr,5,chunk exceeds level extent on every axis (~24x),"chunks=[1024, 1024, 1024] shape=[497, 301, 301]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0191/volumes/20250821151635-9.362um-1.2m-113keV-masked.zarr,5,chunk exceeds level extent on every axis (~26x),"chunks=[1024, 1024, 1024] shape=[594, 263, 263]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0211/volumes/20250821151803-9.362um-1.2m-113keV-masked.zarr,5,chunk exceeds level extent on every axis (~29x),"chunks=[1024, 1024, 1024] shape=[607, 249, 249]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0257/volumes/20250821151750-9.362um-1.2m-113keV-masked.zarr,5,chunk exceeds level extent on every axis (~26x),"chunks=[1024, 1024, 1024] shape=[590, 263, 263]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0268/volumes/20251110183117-8.640um-1.2m-116keV-masked.zarr,5,chunk exceeds level extent on every axis (~16x),"chunks=[1024, 1024, 1024] shape=[464, 380, 380]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0306B/volumes/20250521133212-8.640um-1.2m-116keV-masked.zarr,5,chunk exceeds level extent on every axis (~28x),"chunks=[1024, 1024, 1024] shape=[497, 277, 277]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0343/volumes/20250521140437-8.640um-1.2m-116keV-masked.zarr,5,chunk exceeds level extent on every axis (~26x),"chunks=[1024, 1024, 1024] shape=[563, 269, 269]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0343P/volumes/20250521134555-8.640um-1.2m-116keV-masked.zarr,4,chunk exceeds level extent on every axis (~32x),"chunks=[1024, 1024, 1024] shape=[338, 317, 317]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0343P/volumes/20250521134555-8.640um-1.2m-116keV-masked.zarr,5,chunk exceeds level extent on every axis (~251x),"chunks=[1024, 1024, 1024] shape=[169, 159, 159]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0343P/volumes/20260304131111-2.215um-0.4m-111keV-masked.zarr,5,chunk exceeds level extent on every axis (~10x),"chunks=[1024, 1024, 1024] shape=[648, 412, 412]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0358/volumes/20250821151737-9.362um-1.2m-113keV-masked.zarr,5,chunk exceeds level extent on every axis (~39x),"chunks=[1024, 1024, 1024] shape=[461, 244, 244]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0483A/volumes/20250521140913-8.640um-1.2m-116keV-masked.zarr,5,chunk exceeds level extent on every axis (~28x),"chunks=[1024, 1024, 1024] shape=[497, 277, 277]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0483B/volumes/20251124083638-8.640um-1.2m-116keV-masked.zarr,5,chunk exceeds level extent on every axis (~42x),"chunks=[1024, 1024, 1024] shape=[372, 261, 261]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0490A/volumes/20250521151210-8.640um-1.2m-116keV-masked.zarr,5,chunk exceeds level extent on every axis (~36x),"chunks=[1024, 1024, 1024] shape=[366, 285, 285]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0490B/volumes/20250521151215-8.640um-1.2m-116keV-masked.zarr,5,chunk exceeds level extent on every axis (~47x),"chunks=[1024, 1024, 1024] shape=[333, 261, 261]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0500P2/volumes/20250820143440-9.362um-1.2m-113keV-masked.zarr,4,chunk exceeds level extent on every axis (~35x),"chunks=[1024, 1024, 1024] shape=[442, 263, 263]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0500P2/volumes/20250820143440-9.362um-1.2m-113keV-masked.zarr,5,chunk exceeds level extent on every axis (~279x),"chunks=[1024, 1024, 1024] shape=[221, 132, 132]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0500P2/volumes/20250821110041-0.500um-masked.zarr,4,chunk exceeds level extent on every axis (~8x),"chunks=[1024, 1024, 1024] shape=[770, 676, 244]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0500P2/volumes/20250821110041-0.500um-masked.zarr,5,chunk exceeds level extent on every axis (~68x),"chunks=[1024, 1024, 1024] shape=[385, 338, 122]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0500P2/volumes/20250528085330-4.317um-1.2m-111keV-masked.zarr,5,chunk exceeds level extent on every axis (~25x),"chunks=[1024, 1024, 1024] shape=[495, 295, 295]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0500P2/volumes/20250821110041-0.550um-0.1m-65keV-masked.zarr,4,chunk exceeds level extent on every axis (~8x),"chunks=[1024, 1024, 1024] shape=[770, 676, 244]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0500P2/volumes/20250821110041-0.550um-0.1m-65keV-masked.zarr,5,chunk exceeds level extent on every axis (~68x),"chunks=[1024, 1024, 1024] shape=[385, 338, 122]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0800/volumes/20250521135224-8.640um-1.2m-116keV-masked.zarr,5,chunk exceeds level extent on every axis (~15x),"chunks=[1024, 1024, 1024] shape=[760, 309, 309]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0813/volumes/20250821151723-9.362um-1.2m-113keV-masked.zarr,5,chunk exceeds level extent on every axis (~33x),"chunks=[1024, 1024, 1024] shape=[532, 249, 249]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0814/volumes/20250804134230-9.362um-1.2m-113keV-masked.zarr,5,chunk exceeds level extent on every axis (~54x),"chunks=[1024, 1024, 1024] shape=[606, 181, 181]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0826/volumes/20250821151701-9.362um-1.2m-113keV-masked.zarr,5,chunk exceeds level extent on every axis (~31x),"chunks=[1024, 1024, 1024] shape=[529, 256, 256]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0841/volumes/20250821151531-9.366um-1.2m-113keV-masked.zarr,5,chunk exceeds level extent on every axis (~30x),"chunks=[1024, 1024, 1024] shape=[607, 241, 241]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0846B/volumes/20250804142305-9.362um-1.2m-113keV-masked.zarr,5,chunk exceeds level extent on every axis (~41x),"chunks=[1024, 1024, 1024] shape=[436, 246, 246]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc1203/volumes/20250820131727-9.362um-1.2m-113keV-masked.zarr,5,chunk exceeds level extent on every axis (~39x),"chunks=[1024, 1024, 1024] shape=[594, 214, 214]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc1218/volumes/20250521120456-8.640um-1.2m-116keV-masked.zarr,5,chunk exceeds level extent on every axis (~26x),"chunks=[1024, 1024, 1024] shape=[727, 238, 238]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc1447/volumes/20250521151220-8.640um-1.2m-116keV-masked.zarr,5,chunk exceeds level extent on every axis (~21x),"chunks=[1024, 1024, 1024] shape=[760, 261, 261]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc1451/volumes/20250521151225-8.640um-1.2m-116keV-masked.zarr,5,chunk exceeds level extent on every axis (~58x),"chunks=[1024, 1024, 1024] shape=[563, 182, 182]",
BARE_ARRAY,info,community-uploads/bruniss/scrolls/s1/surfaces/gp_only/old/1122_preds/newst-sfc-regular-thresh.zarr,,"bare zarr v2 array shape=[14376, 7888, 8096] chunks=[128, 128, 128] dtype=|u1",,
BARE_ARRAY,info,community-uploads/bruniss/scrolls/s1/surfaces/gp_only/old/1122_preds/skeleton-sm.zarr,,"bare zarr v2 array shape=[14376, 7888, 8096] chunks=[128, 128, 128] dtype=|u1",,
BARE_ARRAY,info,community-uploads/bruniss/scrolls/s1/surfaces/gp_only/old/1122_preds/skeleton-thresh.zarr,,"bare zarr v2 array shape=[14376, 7888, 8096] chunks=[128, 128, 128] dtype=|u1",,
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHercMANBp/volumes/20251216152116-2.399um-0.2m-78keV-masked.zarr,5,chunk exceeds level extent on every axis (~13x),"chunks=[1024, 1024, 1024] shape=[536, 394, 394]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc0846A/volumes/20250728152254-9.362um-1.2m-113keV-masked.zarr,5,chunk exceeds level extent on every axis (~42x),"chunks=[1024, 1024, 1024] shape=[439, 242, 242]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHerc1545/volumes/20250821151648-9.362um-1.2m-113keV-masked.zarr,5,chunk exceeds level extent on every axis (~30x),"chunks=[1024, 1024, 1024] shape=[656, 235, 235]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHercParis4/volumes/20260310170716-45.532um-11.0m-74keV-masked.zarr,3,chunk exceeds level extent on every axis (~26x),"chunks=[1024, 1024, 1024] shape=[509, 283, 283]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHercParis4/volumes/20260310170716-45.532um-11.0m-74keV-masked.zarr,4,chunk exceeds level extent on every axis (~209x),"chunks=[1024, 1024, 1024] shape=[255, 142, 142]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHercParis4/volumes/20260310170716-45.532um-11.0m-74keV-masked.zarr,5,chunk exceeds level extent on every axis (~1664x),"chunks=[1024, 1024, 1024] shape=[128, 71, 71]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHercParis4/volumes/20260310173927-45.532um-11.0m-110keV-masked.zarr,3,chunk exceeds level extent on every axis (~26x),"chunks=[1024, 1024, 1024] shape=[509, 283, 283]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHercParis4/volumes/20260310173927-45.532um-11.0m-110keV-masked.zarr,4,chunk exceeds level extent on every axis (~209x),"chunks=[1024, 1024, 1024] shape=[255, 142, 142]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHercParis4/volumes/20260310173927-45.532um-11.0m-110keV-masked.zarr,5,chunk exceeds level extent on every axis (~1664x),"chunks=[1024, 1024, 1024] shape=[128, 71, 71]",
COMPRESSOR_DRIFT,low,community-uploads/bruniss/scrolls/s1/surfaces/full_scroll/mask-2ext-surface-evenmore_ome.zarr,,compressor differs across levels,"{""blosc:lz4:l5"": [""0""], ""none"": [""1"", ""2"", ""3"", ""4"", ""5""]}",
COMPRESSOR_DRIFT,low,community-uploads/bruniss/scrolls/s1/surfaces/full_scroll/mask-2ext-surface_erode_evenmore_ome.zarr,,compressor differs across levels,"{""blosc:lz4:l5"": [""0""], ""none"": [""1"", ""2"", ""3"", ""4"", ""5""]}",
COMPRESSOR_DRIFT,low,community-uploads/bruniss/scrolls/s1/fibers_3d/gp_only/old/mask-fiber-only_ome.zarr,,compressor differs across levels,"{""blosc:lz4:l5"": [""0""], ""none"": [""1"", ""2"", ""3"", ""4"", ""5""]}",
COMPRESSOR_DRIFT,low,community-uploads/bruniss/scrolls/s1/fibers_3d/gp_only/old/mask-hz-only_ome.zarr,,compressor differs across levels,"{""blosc:lz4:l5"": [""0""], ""none"": [""1"", ""2"", ""3"", ""4"", ""5""]}",
COMPRESSOR_DRIFT,low,community-uploads/bruniss/scrolls/s1/surfaces/gp_only/old/mask-2ext-surface-erode_ome.zarr,,compressor differs across levels,"{""blosc:lz4:l5"": [""0""], ""none"": [""1"", ""2"", ""3"", ""4"", ""5""]}",
HEADERLESS_CHUNK_STORE,high,community-uploads/bruniss/scrolls/s1/surfaces/gp_only/old/1122_preds/newst-sfc-regular-sm.zarr,,48042 chunk-like keys (e.g. 105.40.19) but no .zarray/.zgroup/zarr.json -- undecodable,,
COMPRESSOR_DRIFT,low,community-uploads/bruniss/scrolls/s1/surfaces/gp_only/old/mask-2ext-surface_ome.zarr,,compressor differs across levels,"{""blosc:lz4:l5"": [""0""], ""none"": [""1"", ""2"", ""3"", ""4"", ""5""]}",
COMPRESSOR_DRIFT,low,community-uploads/bruniss/scrolls/s1/surfaces/gp_only/old/surface2xt-updated_ome.zarr,,compressor differs across levels,"{""blosc:lz4:l5"": [""0""], ""none"": [""1"", ""2"", ""3"", ""4"", ""5""]}",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHercParis4/volumes/20260323153942-2.400um-0.2m-137keV-masked.zarr,4,chunk exceeds level extent on every axis (~9x),"chunks=[1024, 1024, 1024] shape=[415, 527, 527]",
CHUNK_EXCEEDS_SHAPE,info,community-uploads/forrest/volcomp/PHercParis4/volumes/20260323153942-2.400um-0.2m-137keV-masked.zarr,5,chunk exceeds level extent on every axis (~74x),"chunks=[1024, 1024, 1024] shape=[208, 264, 264]",
